sequenceID,decisionClass,publicationBucket,exportState,supported,referenceContext,publication,topHit,competitorCount,lcaSafeRank,barcodeGapStatus,barcodeGap,diagnosticKmerStatus,diagnosticKmerSupport,markerProfile,rationale,notSupported,boundaryText
COMP100-047-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-048-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-049-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-050-genus_safe_ambiguous,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-051-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-052-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-053-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-054-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-055-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-056-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-057-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-058-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-059-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-060-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-061-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-062-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-063-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-064-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-065-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-066-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-067-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-068-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
COMP100-069-weak_coverage,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
